DATAFLOW,LAST UPDATE,freq,age,unit,sex,indic_em,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Czechia,2013,77.8,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Czechia,2014,78.2,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Czechia,2015,78.7,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Czechia,2016,79.9,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Czechia,2017,80.8,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Czechia,2018,81.7,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Czechia,2019,81.9,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Czechia,2020,81.8,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Czechia,2021,82.2,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Czechia,2022,83.1,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Czechia,2023,83.8,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Denmark,1993,82.9,e,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Denmark,1994,81.2,e,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Denmark,1995,80.9,e,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Denmark,1996,80.9,e,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Denmark,1997,81.0,e,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Denmark,1998,81.3,e,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Denmark,1999,82.0,b,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Denmark,2000,81.6,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Denmark,2001,81.8,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Denmark,2002,81.4,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Denmark,2003,81.5,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Denmark,2004,82.0,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Denmark,2005,81.7,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Denmark,2006,82.3,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Denmark,2007,81.8,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Denmark,2008,81.2,b,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Denmark,2009,80.8,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Denmark,2010,80.6,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Denmark,2011,80.5,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Denmark,2012,80.1,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Denmark,2013,79.8,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Denmark,2014,79.9,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Denmark,2015,80.2,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Denmark,2016,80.5,b,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Denmark,2017,80.9,b,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Denmark,2018,81.3,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Denmark,2019,82.2,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Denmark,2020,82.1,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Denmark,2021,82.9,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Denmark,2022,83.5,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Denmark,2023,83.7,b,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Estonia,1997,78.5,e,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Estonia,1998,78.6,e,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Estonia,1999,77.8,e,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Estonia,2000,77.8,b,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Estonia,2001,77.1,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Estonia,2002,76.6,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Estonia,2003,77.5,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Estonia,2004,77.7,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Estonia,2005,78.2,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Estonia,2006,80.4,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Estonia,2007,80.4,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Estonia,2008,81.3,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Estonia,2009,80.7,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Estonia,2010,80.2,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Estonia,2011,80.4,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Estonia,2012,80.1,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Estonia,2013,80.3,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Estonia,2014,80.2,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Estonia,2015,81.1,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Estonia,2016,82.0,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Estonia,2017,83.1,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Estonia,2018,83.4,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Estonia,2019,83.4,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Estonia,2020,84.0,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Estonia,2021,84.5,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Estonia,2022,86.6,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Estonia,2023,87.5,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Finland,1996,75.1,e,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Finland,1997,76.2,e,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Finland,1998,77.1,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Finland,1999,78.0,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Finland,2000,78.6,b,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Finland,2001,79.2,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Finland,2002,79.1,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Finland,2003,78.7,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Finland,2004,78.5,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Finland,2005,79.0,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Finland,2006,79.5,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Finland,2007,79.7,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Finland,2008,80.2,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Finland,2009,79.4,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Finland,2010,79.0,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Finland,2011,79.4,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Finland,2012,79.5,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Finland,2013,79.3,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Finland,2014,79.5,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Finland,2015,79.9,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Finland,2016,79.9,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Finland,2017,80.7,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Finland,2018,82.0,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Finland,2019,82.2,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Finland,2020,82.3,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Finland,2021,82.7,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Finland,2022,83.7,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Finland,2023,83.7,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),France,2003,75.4,e,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),France,2004,75.5,e,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),France,2005,75.3,e,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),France,2006,75.2,e,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),France,2007,75.1,e,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),France,2008,75.3,e,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),France,2009,75.5,e,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),France,2010,75.5,e,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),France,2011,75.4,e,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),France,2012,76.1,e,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),France,2013,76.6,e,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),France,2014,76.9,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),France,2015,77.3,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),France,2016,77.5,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),France,2017,77.7,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),France,2018,78.2,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),France,2019,78.0,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),France,2020,77.4,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),France,2021,79.2,d,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),France,2022,79.6,d,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),France,2023,79.9,d,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Germany,1993,73.5,e,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Germany,1994,73.9,e,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Germany,1995,73.8,e,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Germany,1996,73.9,e,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Germany,1997,74.2,e,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Germany,1998,74.4,e,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Germany,1999,74.7,be,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Germany,2000,74.7,e,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Germany,2001,75.0,e,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Germany,2002,75.4,e,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Germany,2003,76.0,e,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Germany,2004,76.6,e,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Germany,2005,78.1,b,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Germany,2006,79.2,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Germany,2007,79.8,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Germany,2008,80.0,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Germany,2009,80.4,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Germany,2010,80.6,b,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Germany,2011,81.2,b,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Germany,2012,81.2,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Germany,2013,81.6,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Germany,2014,81.8,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Germany,2015,81.8,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Germany,2016,82.0,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Germany,2017,82.3,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Germany,2018,82.7,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Germany,2019,83.2,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Germany,2020,82.4,b,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Germany,2021,82.3,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Germany,2022,83.2,,
ESTAT:LFSI_EMP_A(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Germany,2023,83.6,,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Greece,1993,63.8,e,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Greece,1994,64.7,e,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Greece,1995,65.6,e,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Greece,1996,66.3,e,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Greece,1997,66.8,e,
ESTAT:LFSI_EMP_A_H(1.0),12/12/24 23:00:00,Annual,From 20 to 64 years,Percentage of total population,Total,Persons in the labour force (former name: active persons),Greece,1998,68.5,b,
