DATAFLOW,LAST UPDATE,freq,unit,sector,cofog99,na_item,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Germany,2007,407.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Germany,2008,421.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Germany,2009,454.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Germany,2010,487.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Germany,2011,494.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Germany,2012,525.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Germany,2013,504.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Germany,2014,464.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Germany,2015,503.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Germany,2016,583.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Germany,2017,687.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Germany,2018,764.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Germany,2019,811.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Germany,2020,980.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Germany,2021,1020.0,p,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Germany,2022,931.0,p,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Germany,2023,886.0,p,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Denmark,1995,15.1,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Denmark,1996,14.2,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Denmark,1997,21.4,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Denmark,1998,19.8,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Denmark,1999,20.1,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Denmark,2000,22.8,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Denmark,2001,53.1,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Denmark,2002,88.5,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Denmark,2003,111.2,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Denmark,2004,117.2,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Denmark,2005,106.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Denmark,2006,102.7,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Denmark,2007,116.2,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Denmark,2008,119.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Denmark,2009,110.8,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Denmark,2010,81.6,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Denmark,2011,73.4,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Denmark,2012,64.7,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Denmark,2013,67.9,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Denmark,2014,64.9,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Denmark,2015,53.6,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Denmark,2016,42.5,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Denmark,2017,34.3,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Denmark,2018,37.1,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Denmark,2019,34.3,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Denmark,2020,34.1,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Denmark,2021,29.7,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Denmark,2022,29.3,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Denmark,2023,28.4,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Estonia,1995,0.3,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Estonia,1996,0.4,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Estonia,1997,0.6,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Estonia,1998,1.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Estonia,1999,0.9,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Estonia,2000,0.6,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Estonia,2001,0.5,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Estonia,2002,0.8,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Estonia,2003,0.8,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Estonia,2004,1.3,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Estonia,2005,1.7,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Estonia,2006,1.8,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Estonia,2007,2.3,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Estonia,2008,2.5,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Estonia,2009,2.1,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Estonia,2010,6.6,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Estonia,2011,4.3,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Estonia,2012,3.1,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Estonia,2013,4.2,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Estonia,2014,4.8,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Estonia,2015,6.3,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Estonia,2016,7.1,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Estonia,2017,6.3,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Estonia,2018,4.8,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Estonia,2019,5.2,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Estonia,2020,6.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Estonia,2021,5.9,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Estonia,2022,4.8,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Estonia,2023,6.7,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Greece,2001,0.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Greece,2002,0.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Greece,2003,0.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Greece,2004,0.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Greece,2005,0.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Greece,2006,0.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Greece,2007,0.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Greece,2008,0.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Greece,2009,0.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Greece,2010,0.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Greece,2011,0.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Greece,2012,0.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Greece,2013,0.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Greece,2014,0.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Greece,2015,0.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Greece,2016,0.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Greece,2017,0.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Greece,2018,0.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Greece,2019,0.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Greece,2020,0.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Greece,2021,0.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Greece,2022,0.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Greece,2023,0.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Spain,1995,37.8,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Spain,1996,40.4,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Spain,1997,43.1,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Spain,1998,48.8,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Spain,1999,55.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Spain,2000,60.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Spain,2001,69.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Spain,2002,78.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Spain,2003,86.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Spain,2004,100.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Spain,2005,110.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Spain,2006,126.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Spain,2007,144.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Spain,2008,158.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Spain,2009,171.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Spain,2010,180.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Spain,2011,203.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Spain,2012,218.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Spain,2013,223.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Spain,2014,222.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Spain,2015,217.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Spain,2016,214.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Spain,2017,213.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Spain,2018,211.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Spain,2019,211.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Spain,2020,214.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Spain,2021,213.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Spain,2022,219.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Spain,2023,216.0,p,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Finland,2001,37.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Finland,2002,42.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Finland,2003,43.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Finland,2004,42.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Finland,2005,46.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Finland,2006,46.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Finland,2007,53.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Finland,2008,51.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Finland,2009,47.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Finland,2010,49.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Finland,2011,47.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Finland,2012,48.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Finland,2013,48.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Finland,2014,56.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Finland,2015,45.0,b,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Finland,2016,54.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Finland,2017,52.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Finland,2018,56.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Finland,2019,51.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Finland,2020,33.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Finland,2021,37.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Finland,2022,34.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Finland,2023,37.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,France,1995,50.3,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,France,1996,51.5,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,France,1997,47.6,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,France,1998,48.7,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,France,1999,54.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,France,2000,81.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,France,2001,85.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,France,2002,97.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,France,2003,90.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,France,2004,94.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,France,2005,91.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,France,2006,94.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,France,2007,90.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,France,2008,106.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,France,2009,135.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,France,2010,144.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,France,2011,151.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,France,2012,159.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,France,2013,164.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,France,2014,327.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,France,2015,358.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,France,2016,378.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,France,2017,388.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,France,2018,402.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Croatia,1995,0.9,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Croatia,1996,1.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Croatia,1997,1.0,,
ESTAT:GOV_10A_EXP(1.0),23/04/25 23:00:00,Annual,Million euro,General government,R&D Environmental protection,Final consumption expenditure,Croatia,1998,1.3,,
