DATAFLOW,LAST UPDATE,freq,sex,nace_r2,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Spain,2022,34.3,d,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Spain,2023,34.3,d,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Spain,2024,34.2,d,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Finland,2009,36.5,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Finland,2010,36.7,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Finland,2011,37.3,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Finland,2012,37.2,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Finland,2013,37.2,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Finland,2014,37.2,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Finland,2015,38,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Finland,2016,37.5,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Finland,2017,38.3,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Finland,2018,38.3,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Finland,2019,38.4,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Finland,2020,40.1,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Finland,2021,38,b,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Finland,2022,38.5,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Finland,2023,39,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Finland,2024,39.1,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,France,2009,39.3,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,France,2010,39,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,France,2011,39.3,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,France,2012,39.4,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,France,2013,39,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,France,2014,39.5,b,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,France,2015,39.6,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,France,2016,39.5,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,France,2017,39.4,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,France,2018,39.7,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,France,2019,40.4,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,France,2020,41.4,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,France,2021,40.4,bd,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,France,2022,40.3,d,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,France,2023,40.9,d,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,France,2024,40.1,d,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Croatia,2009,26.7,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Croatia,2010,28.1,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Croatia,2011,28,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Croatia,2012,29.5,b,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Croatia,2013,30.9,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Croatia,2014,31.8,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Croatia,2015,31.6,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Croatia,2016,32.1,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Croatia,2017,32.4,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Croatia,2018,33.3,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Croatia,2019,33.4,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Croatia,2020,33.5,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Croatia,2021,32.3,b,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Croatia,2022,32.9,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Croatia,2023,35,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Croatia,2024,35.4,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Hungary,2009,33.6,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Hungary,2010,34.5,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Hungary,2011,34.7,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Hungary,2012,34.4,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Hungary,2013,35,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Hungary,2014,34.6,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Hungary,2015,34.5,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Hungary,2016,34.9,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Hungary,2017,33.6,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Hungary,2018,33.8,b,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Hungary,2019,33.9,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Hungary,2020,34.6,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Hungary,2021,35.9,b,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Hungary,2022,35.7,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Hungary,2023,35.2,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Hungary,2024,35.9,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Ireland,2009,41,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Ireland,2010,42.7,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Ireland,2011,42.9,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Ireland,2012,43.4,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Ireland,2013,42.9,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Ireland,2014,43.2,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Ireland,2015,42.7,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Ireland,2016,42.1,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Ireland,2017,41.5,b,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Ireland,2018,41,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Ireland,2019,41.3,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Ireland,2020,44.1,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Ireland,2021,46.5,b,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Ireland,2022,45,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Ireland,2023,45.5,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Ireland,2024,46.6,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Iceland,2009,43.6,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Iceland,2010,43.5,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Iceland,2011,41.9,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Iceland,2012,42.2,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Iceland,2013,41.4,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Iceland,2014,42.2,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Iceland,2015,42.7,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Iceland,2016,43.3,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Iceland,2017,43.4,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Iceland,2018,44.7,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Iceland,2019,45.4,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Iceland,2020,45.9,b,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Iceland,2021,43.3,b,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Iceland,2022,44.7,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Iceland,2023,44.7,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Iceland,2024,43.5,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Italy,2009,33.2,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Italy,2010,33.3,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Italy,2011,33.5,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Italy,2012,33,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Italy,2013,33.1,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Italy,2014,33.1,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Italy,2015,32.9,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Italy,2016,32.9,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Italy,2017,33,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Italy,2018,33,b,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Italy,2019,33.1,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Italy,2020,33.5,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Italy,2021,33.6,b,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Italy,2022,33,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Italy,2023,33.8,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Italy,2024,33.8,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Lithuania,2009,31.6,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Lithuania,2010,33,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Lithuania,2011,32.5,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Lithuania,2012,31.7,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Lithuania,2013,31.2,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Lithuania,2014,30.8,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Lithuania,2015,31.7,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Lithuania,2016,32.2,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Lithuania,2017,32.1,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Lithuania,2018,32.4,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Lithuania,2019,33.3,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Lithuania,2020,34.8,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Lithuania,2021,35,b,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Lithuania,2022,35.9,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Lithuania,2023,36.3,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Lithuania,2024,37.4,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Luxembourg,2009,56.6,b,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Luxembourg,2010,56.6,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Luxembourg,2011,56.6,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Luxembourg,2012,57,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Luxembourg,2013,57.5,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Luxembourg,2014,60.4,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Luxembourg,2015,51.6,b,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Luxembourg,2016,51.1,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Luxembourg,2017,49,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Luxembourg,2018,53.3,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Luxembourg,2019,56,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Luxembourg,2020,56.5,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Luxembourg,2021,58.1,b,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Luxembourg,2022,58.9,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Luxembourg,2023,58,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Luxembourg,2024,61.6,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Latvia,2009,31,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Latvia,2010,31.5,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Latvia,2011,31.1,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Latvia,2012,32.7,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Latvia,2013,32.6,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Latvia,2014,31.9,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Latvia,2015,32.2,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Latvia,2016,32,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Latvia,2017,33,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Latvia,2018,31,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Latvia,2019,31.9,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Latvia,2020,33.1,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Latvia,2021,34.1,b,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Latvia,2022,34.5,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Latvia,2023,33.9,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Latvia,2024,35.4,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Montenegro,2011,33.2,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Montenegro,2012,34,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Montenegro,2013,33.9,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Montenegro,2014,33,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Montenegro,2015,33.6,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Montenegro,2016,33.2,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Montenegro,2017,32.6,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Montenegro,2018,32.1,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Montenegro,2019,32.4,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,Montenegro,2020,34.1,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,North Macedonia,2011,25.9,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,North Macedonia,2012,26.2,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,North Macedonia,2013,24.8,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,North Macedonia,2014,24.5,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,North Macedonia,2015,24.7,,
ESTAT:HTEC_KIA_EMP2(1.0),14/04/2025 23:00,Annual,Total,Total knowledge-intensive activities,Percentage of total employment,North Macedonia,2016,25.3,,
