DATAFLOW,LAST UPDATE,freq,cpatc,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Estonia,2020,0,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Greece,2000,0.02,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Greece,2001,0,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Greece,2002,0,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Greece,2003,0.05,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Greece,2004,0,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Greece,2005,0.03,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Greece,2006,0,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Greece,2007,0.14,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Greece,2008,0,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Greece,2009,0,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Greece,2010,0.12,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Greece,2011,0,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Greece,2012,0,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Greece,2013,0,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Greece,2014,0.09,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Greece,2015,0.32,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Greece,2016,0.09,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Greece,2017,0.21,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Greece,2018,0,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Greece,2019,0.03,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Greece,2020,0.05,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Spain,2000,0.25,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Spain,2001,0.35,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Spain,2002,0.31,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Spain,2003,0.31,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Spain,2004,0.16,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Spain,2005,0.46,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Spain,2006,0.22,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Spain,2007,0.41,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Spain,2008,0.49,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Spain,2009,0.48,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Spain,2010,0.38,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Spain,2011,0.38,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Spain,2012,0.39,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Spain,2013,0.64,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Spain,2014,0.47,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Spain,2015,0.39,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Spain,2016,0.59,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Spain,2017,0.33,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Spain,2018,0.39,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Spain,2019,0.38,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Spain,2020,0.45,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,European Union - 27 countries (from 2020),2000,0.6,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,European Union - 27 countries (from 2020),2001,0.55,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,European Union - 27 countries (from 2020),2002,0.6,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,European Union - 27 countries (from 2020),2003,0.57,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,European Union - 27 countries (from 2020),2004,0.53,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,European Union - 27 countries (from 2020),2005,0.59,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,European Union - 27 countries (from 2020),2006,0.53,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,European Union - 27 countries (from 2020),2007,0.54,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,European Union - 27 countries (from 2020),2008,0.62,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,European Union - 27 countries (from 2020),2009,0.66,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,European Union - 27 countries (from 2020),2010,0.7,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,European Union - 27 countries (from 2020),2011,0.74,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,European Union - 27 countries (from 2020),2012,0.77,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,European Union - 27 countries (from 2020),2013,0.73,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,European Union - 27 countries (from 2020),2014,0.76,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,European Union - 27 countries (from 2020),2015,0.8,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,European Union - 27 countries (from 2020),2016,0.73,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,European Union - 27 countries (from 2020),2017,0.69,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,European Union - 27 countries (from 2020),2018,0.71,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,European Union - 27 countries (from 2020),2019,0.86,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,European Union - 27 countries (from 2020),2020,0.46,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Finland,2000,0.97,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Finland,2001,2.13,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Finland,2002,1.97,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Finland,2003,1.83,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Finland,2004,1.47,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Finland,2005,1.68,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Finland,2006,2.16,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Finland,2007,1.97,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Finland,2008,1.01,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Finland,2009,1.96,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Finland,2010,2.81,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Finland,2011,1.45,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Finland,2012,2.17,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Finland,2013,2.75,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Finland,2014,2.81,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Finland,2015,3.37,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Finland,2016,3.45,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Finland,2017,3.41,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Finland,2018,3.38,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Finland,2019,2.97,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Finland,2020,2.71,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,France,2000,0.62,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,France,2001,0.56,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,France,2002,0.57,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,France,2003,0.63,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,France,2004,0.59,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,France,2005,0.52,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,France,2006,0.62,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,France,2007,0.51,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,France,2008,0.57,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,France,2009,0.51,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,France,2010,0.73,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,France,2011,0.58,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,France,2012,0.8,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,France,2013,0.6,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,France,2014,1.04,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,France,2015,0.59,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,France,2016,0.55,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,France,2017,0.57,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,France,2018,0.55,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,France,2019,0.78,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,France,2020,0.4,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Croatia,2000,0,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Croatia,2001,0,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Croatia,2002,0.23,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Croatia,2003,0,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Croatia,2004,0,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Croatia,2005,0.15,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Croatia,2006,0,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Croatia,2007,0.13,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Croatia,2008,0,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Croatia,2009,0,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Croatia,2010,0.23,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Croatia,2011,0.16,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Croatia,2012,0.04,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Croatia,2013,0,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Croatia,2014,0,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Croatia,2015,0,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Croatia,2016,0.52,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Croatia,2017,0,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Croatia,2018,0,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Croatia,2019,0,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Croatia,2020,0,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Hungary,2000,0.09,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Hungary,2001,0.05,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Hungary,2002,0.01,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Hungary,2003,0.37,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Hungary,2004,0.37,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Hungary,2005,0.1,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Hungary,2006,0.6,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Hungary,2007,0.14,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Hungary,2008,0.34,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Hungary,2009,0.17,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Hungary,2010,0.63,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Hungary,2011,0.46,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Hungary,2012,0.34,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Hungary,2013,0.13,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Hungary,2014,0.29,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Hungary,2015,0.24,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Hungary,2016,0.32,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Hungary,2017,0.1,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Hungary,2018,0.2,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Hungary,2019,0.31,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Hungary,2020,0,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Ireland,2000,1.1,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Ireland,2001,0.64,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Ireland,2002,1.49,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Ireland,2003,1.11,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Ireland,2004,0.6,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Ireland,2005,0.12,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Ireland,2006,0.41,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Ireland,2007,0.54,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Ireland,2008,1.15,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Ireland,2009,0.73,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Ireland,2010,0.46,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Ireland,2011,0.82,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Ireland,2012,0.3,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Ireland,2013,0.53,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Ireland,2014,0.83,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Ireland,2015,0.31,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Ireland,2016,1.04,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Ireland,2017,0.78,,
ESTAT:CEI_CIE020(1.0),17/12/24 23:00:00,Annual,Climate change mitigation technologies related to wastewater treatment or waste management,Per million inhabitants,Ireland,2018,0.38,,
